sample,time_s,ecg_mV
919,3.676,0.12666061711724846
920,3.68,0.14505733606575755
921,3.684,0.23250641930798613
922,3.688,0.20388411628662517
923,3.692,0.053868643869791275
924,3.696,0.12289321979477788
925,3.7,0.09992149197432283
926,3.704,0.17634590650037724
927,3.708,0.05806801316513261
928,3.712,0.05800769572316924
929,3.716,0.09513874151927194
930,3.72,0.13561827773836682
931,3.724,0.15755410103132492
932,3.728,0.16978915841908454
933,3.732,0.10006647498681394
934,3.736,0.04291012634138619
935,3.74,0.16212363105893335
936,3.744,0.1598020283793539
937,3.748,0.10481044089092344
938,3.752,0.13824334888888223
939,3.756,0.10532250078887957
940,3.76,0.13056020824212872
941,3.764,0.20036345630407848
942,3.768,0.06870939524245556
943,3.772,0.042081302437162495
944,3.776,0.04791331617248084
945,3.78,0.06568119211814809
946,3.784,0.10101234011043825
947,3.788,0.029066731789601327
948,3.792,0.04394738905252128
949,3.796,-0.01810047926274337
950,3.8,0.04194857609576014
951,3.804,0.05987209990946744
952,3.808,0.0037097175675815768
953,3.812,-0.0416934178482605
954,3.816,-0.0018233536162566844
955,3.82,0.04115630987611102
956,3.824,0.12085222921708759
957,3.828,0.23700300183458767
958,3.832,0.3237626386593061
959,3.836,0.43123738741710127
960,3.84,0.6687692760991546
961,3.844,0.8784041452179259
962,3.848,0.9927246025431787
963,3.852,1.028820904431599
964,3.856,0.9743119227565545
965,3.86,0.9558151702927025
966,3.864,0.8333248276540076
967,3.868,0.6385678414458573
968,3.872,0.4367236001635467
969,3.876,0.26540859360433033
970,3.88,0.16238593919399769
971,3.884,0.0761776783706214
972,3.888,-0.04337880914779758
973,3.892,-0.130769129591742
974,3.896,-0.16676978908301868
975,3.9,-0.1544831956022089
976,3.904,-0.1119446566950643
977,3.908,-0.08864275960883344
978,3.912,-0.11274161342024452
979,3.916,-0.1006255256226
980,3.92,-0.025694327606217853
981,3.924,0.05803870260932789
982,3.928,0.0593497941609476
983,3.932,0.04321035655081988
984,3.936,0.0497310923716133
985,3.94,0.07318481982811378
986,3.944,0.1328562530204342
987,3.948,0.11758177481806721
988,3.952,0.05068197335036054
989,3.956,0.08906101734519933
990,3.96,0.09022635653211185
991,3.964,0.10572193380446784
992,3.968,0.1072078862995744
993,3.972,0.06999945973841315
994,3.976,0.08042180072591568
995,3.98,0.1119916936607713
996,3.984,0.14864117596524032
997,3.988,0.15799411391863089
998,3.992,0.1170216581071657
999,3.996,0.10945028124888861
1000,4.0,0.15035994284994356
1001,4.004,0.19365437968416419
1002,4.008,0.13855269159176023
1003,4.012,0.135779157208335
1004,4.016,0.09769602531972046
1005,4.02,0.1784993638556315
1006,4.024,0.21896248304475335
1007,4.028,0.23331720918091198
1008,4.032,0.20312212858004625
1009,4.036,0.18126190015790472
1010,4.04,0.21062356938081217
1011,4.044,0.2704862564283835
1012,4.048,0.2484298905292683
1013,4.052,0.2256618697045505
1014,4.056,0.23957411525469494
1015,4.06,0.25381699383289286
1016,4.064,0.32022869230722717
1017,4.068,0.3135642246751456
1018,4.072,0.2511144969779246
1019,4.076,0.2808460323248697
1020,4.08,0.31650168779221105
1021,4.084,0.34590992247116104
1022,4.088,0.323979350957156
1023,4.092,0.28685677530185777
1024,4.096,0.2850719676870387
1025,4.1,0.3422750449925649
1026,4.104,0.352353851813027
1027,4.108,0.36772802728693055
1028,4.112,0.29859081247750946
1029,4.116,0.30598787171982655
1030,4.12,0.34553639731833136
1031,4.124,0.42064787882829024
1032,4.128,0.33808304868148353
1033,4.132,0.3463513291098224
1034,4.136,0.30714539706408484
1035,4.14,0.34164390748242235
1036,4.144,0.36539177336885187
1037,4.148,0.3535383725712502
1038,4.152,0.2958990848594709
1039,4.156,0.3057333443816344
1040,4.16,0.2976192529304151
1041,4.164,0.3519205633170082
1042,4.168,0.2991281847446383
1043,4.172,0.2599383414662269
1044,4.176,0.2200530623201496
1045,4.18,0.2715249596424475
1046,4.184,0.3130529307077832
1047,4.188,0.2631336526962693
1048,4.192,0.20987780240350312
1049,4.196,0.17058418440163972
1050,4.2,0.20970310550245277
1051,4.204,0.20835341416723965
1052,4.208,0.19784525919919352
1053,4.212,0.16729145658832942
1054,4.216,0.16446782767558576
1055,4.22,0.21500296710761715
1056,4.224,0.1778201961732546
1057,4.228,0.19241611684139615
1058,4.232,0.12102935064478305
1059,4.236,0.09272395803361495
1060,4.24,0.12837160478196025
1061,4.244,0.1471857319415158
1062,4.248,0.12790280094160514
1063,4.252,0.07034757937490153
1064,4.256,0.03311719751617181
1065,4.26,0.057460847149909566
1066,4.264,0.12434372212260957
1067,4.268,0.08931741855784195
1068,4.272,0.03722306255834408
1069,4.276,0.030560027094004797
1070,4.28,0.07353715711985699
1071,4.284,0.09165903288060069
1072,4.288,0.06014661624749199
1073,4.292,0.04950124473289348
1074,4.296,0.04011692822491267
1075,4.3,0.051222743255846054
1076,4.304,0.09084559014043306
1077,4.308,0.0810505392082671
1078,4.312,0.036371344093037224
1079,4.316,0.013250713882731734
1080,4.32,0.04555413394145991
1081,4.324,0.07715983541610198
1082,4.328,0.0355271903940562
1083,4.332,0.027405115869049056
1084,4.336,-0.021183681859733246
1085,4.34,0.023846571237707337
1086,4.344,0.09704776144090665
1087,4.348,0.07864756614226762
1088,4.352,0.05230693559314001
1089,4.356,0.011568596139237592
1090,4.36,0.03310164751798194
1091,4.364,0.08731497316559107
1092,4.368,0.0856433254318025
1093,4.372,0.049260700621899266
1094,4.376,0.06092738993723738
1095,4.38,0.07283027862501441
1096,4.384,0.12450795103630706
1097,4.388,0.09312811467048204
1098,4.392,0.08314921439339418
1099,4.396,0.06732878442349473
1100,4.4,0.09156664265160366
1101,4.404,0.1380537681816671
1102,4.408,0.12955598075513236
1103,4.412,0.08939431474919919
1104,4.416,0.11512249320102486
1105,4.42,0.11555291453808592
1106,4.424,0.14608487373957013
1107,4.428,0.09891457845704332
1108,4.432,0.07738562813296855
1109,4.436,0.07306546208276553
1110,4.44,0.09490086480329413
1111,4.444,0.16075467096981685
1112,4.448,0.1148282512716062
1113,4.452,0.09384716647352172
1114,4.456,0.052538165124435286
1115,4.46,0.0784699463536535
1116,4.464,0.10228966555175929
1117,4.468,0.08387473189200027
1118,4.472,0.06617554888945212
1119,4.476,-0.02660803981699495
1120,4.48,0.005166027976372889
1121,4.484,0.057686656822988305
1122,4.488,0.04828262129955434
1123,4.492,0.012913002236758777
1124,4.496,-0.009709552880715733
1125,4.5,0.0025537118547915684
1126,4.504,0.055932459479421576
1127,4.508,0.03867851105312606
1128,4.512,-0.022016634800659112
1129,4.516,-0.024630454108691285
1130,4.52,-0.007293596937742559
1131,4.524,0.00780713976945378
1132,4.528,0.014916095832040946
1133,4.532,-0.03934832838218386
1134,4.536,-0.056326985868102815
1135,4.54,0.001340931426292092
1136,4.544,-0.038041297199710694
1137,4.548,-0.0343844662397827
1138,4.552,-0.07429236464619068
1139,4.556,-0.07664947219965301
1140,4.56,-0.04866948673260123
1141,4.564,-0.04927627182730395
1142,4.568,-0.06863071134833085
1143,4.572,-0.12720203120544324
1144,4.576,-0.09997712100610703
1145,4.58,-0.09258807140881684
1146,4.584,-0.10052088900793701
1147,4.588,-0.09427542423032509
1148,4.592,-0.10640639162502143
1149,4.596,-0.060127493766894906
1150,4.6,0.11081712405991284
1151,4.604,0.2670574887377928
1152,4.608,0.4377296561368875
1153,4.612,0.5498304062498616
1154,4.616,0.7217685044383028
1155,4.62,0.8999077068724772
1156,4.624,0.9974157837971953
1157,4.628,0.963253929477852
1158,4.632,0.7892487907775436
1159,4.636,0.6549370802675992
1160,4.64,0.4676414174144059
1161,4.644,0.334511224626027
1162,4.648,0.13745426979763944
1163,4.652,-0.07091011028707803
1164,4.656,-0.17468481682497897
1165,4.66,-0.20885976891109215
1166,4.664,-0.2236373795374451
1167,4.668,-0.2780582081173337
1168,4.672,-0.2954361585022525
1169,4.676,-0.3053548521456839
1170,4.68,-0.2684297204104002
1171,4.684,-0.18190695514240177
1172,4.688,-0.13513129606657615
1173,4.692,-0.1393935157333125
1174,4.696,-0.17818945632944153
1175,4.7,-0.11478765606738812
1176,4.704,-0.02003373159239747
1177,4.708,-0.06610159029493493
1178,4.712,-0.10379871643457868
1179,4.716,-0.09606889942839167
1180,4.72,-0.042739924940806744
1181,4.724,-0.01597371622322083
1182,4.728,-0.035978841232499816
1183,4.732,-0.07497077850719391
1184,4.736,-0.08561827208128145
1185,4.74,-0.052321341898774514
1186,4.744,0.04119972685713137
1187,4.748,-0.0035533234985590688
1188,4.752,-0.030056603482258748
1189,4.756,-0.06312921029087275
1190,4.76,-0.01959876269860384
1191,4.764,0.009364744808589452
1192,4.768,-0.0326746468447744
1193,4.772,-0.04494317361858075
1194,4.776,-0.059110931703543076
1195,4.78,-0.02701927449486778
1196,4.784,0.03232102943660074
1197,4.788,0.07239376891246203
1198,4.792,0.014348687957450756
1199,4.796,0.033715488878588676
1200,4.8,0.05949409907612662
1201,4.804,0.10803224479453807
1202,4.808,0.07377848875304094
1203,4.812,0.06720101070522573
1204,4.816,0.06720281220309612
1205,4.82,0.08608342242749785
1206,4.824,0.14891732845524147
1207,4.828,0.14536628970500556
1208,4.832,0.0930704143811459
1209,4.836,0.07879752749621402
1210,4.84,0.11950376554287372
1211,4.844,0.1838867011185036
1212,4.848,0.18336330583543214
1213,4.852,0.12950369118431804
1214,4.856,0.13848425931068065
1215,4.86,0.1879689309890623
1216,4.864,0.22792026610312371
1217,4.868,0.2371671366714283
1218,4.872,0.19553013478805975
1219,4.876,0.1455220543606436
1220,4.88,0.23007497621686424
1221,4.884,0.22563068151388085
1222,4.888,0.24258154786431724
1223,4.892,0.18430538476200717
1224,4.896,0.16254454093362722
1225,4.9,0.16944909122111532
1226,4.904,0.2300705481028621
1227,4.908,0.18941870451655296
1228,4.912,0.18997642408998205
1229,4.916,0.18258077811194534
1230,4.92,0.16888762389447826
1231,4.924,0.21589857203251234
1232,4.928,0.17795768105873336
1233,4.932,0.13119450227710436
1234,4.936,0.13579596361667737
1235,4.94,0.14599254637602538
1236,4.944,0.20237272481558516
1237,4.948,0.1403536659306851
1238,4.952,0.11623270547631287
1239,4.956,0.07736940714636475
1240,4.96,0.11310613553904182
1241,4.964,0.11375526606579556
1242,4.968,0.09784921558788573
1243,4.972,0.04514436091722786
1244,4.976,0.009118211227686449
1245,4.98,0.059114242023429596
1246,4.984,0.08206416856563653
1247,4.988,0.05838377359030476
1248,4.992,0.024494562393344427
1249,4.996,0.0007337427511798743
1250,5.0,-0.007996902768802914
1251,5.004,0.029890071628977832
1252,5.008,-0.009288429582515117
1253,5.012,-0.046953908695232346
1254,5.016,-0.07867688282307421
1255,5.02,-0.012842061350994416
1256,5.024,-0.009188233796577247
1257,5.028,-0.038998506744081174
1258,5.032,-0.06096456992388152
1259,5.036,-0.14007468458801198
1260,5.04,-0.10942347961998095
1261,5.044,-0.030631019355609593
1262,5.048,-0.06128442461077157
1263,5.052,-0.10335015535667719
1264,5.056,-0.14843614253713705
1265,5.06,-0.09533841314109191
1266,5.064,-0.028883487452418068
1267,5.068,-0.06581471124991131
1268,5.072,-0.12141248395509555
1269,5.076,-0.14744456511518567
1270,5.08,-0.11540772782099282
1271,5.084,-0.11508602914699609
1272,5.088,-0.08626814872750632
1273,5.092,-0.1179457690079241
1274,5.096,-0.17502837242174638
1275,5.1,-0.12573681927921224
1276,5.104,-0.10147822455831305
1277,5.108,-0.11046606226758082
1278,5.112,-0.13261711181844255
1279,5.116,-0.18275339780819883
1280,5.12,-0.09940651614347391
1281,5.124,-0.061682712523202246
1282,5.128,-0.09010792834474499
1283,5.132,-0.16854405184091942
1284,5.136,-0.15123364865496117
1285,5.14,-0.0740505545577137
1286,5.144,-0.10874545337776437
1287,5.148,-0.0730769139183785
1288,5.152,-0.12418913911951507
1289,5.156,-0.09583138318577449
1290,5.16,-0.08355910420256239
1291,5.164,-0.02503517428343808
1292,5.168,-0.028921914979781773
1293,5.172,-0.04126293885198783
1294,5.176,-0.08484824992201345
1295,5.18,-0.03551226274606163
1296,5.184,-0.030418179622539433
1297,5.188,0.009899909254916212
1298,5.192,-0.0620280791672955
1299,5.196,-0.06745349491926034
1300,5.2,-0.021507750911295778
1301,5.204,-0.013787206048657588
1302,5.208,0.007057375051360296
1303,5.212,-0.02037282683872929
1304,5.216,-0.045715960002977264
1305,5.22,-0.04768687552036134
1306,5.224,0.00971762789426734
1307,5.228,0.009513943337552325
1308,5.232,-0.08261864121747081
1309,5.236,-0.08537255202025039
1310,5.24,-0.022034059899694758
1311,5.244,-0.005205212653641654
1312,5.248,-0.021267901274976655
1313,5.252,-0.04250741293537607
1314,5.256,-0.08654663893972397
1315,5.26,-0.05617196969917541
1316,5.264,0.007811049344669925
1317,5.268,-0.06364827537247134
1318,5.272,-0.1211812906937796
1319,5.276,-0.11741687429419549
1320,5.28,-0.08917063687179731
1321,5.284,-0.07813105287231321
1322,5.288,-0.10441115690475247
1323,5.292,-0.08944580285354756
1324,5.296,-0.1414895997106157
1325,5.3,-0.13049516900311603
1326,5.304,-0.07037669485443086
1327,5.308,-0.10400825476185141
1328,5.312,-0.1498611507103221
1329,5.316,-0.14970762540182797
1330,5.32,-0.15131728291892277
1331,5.324,-0.08970957570512433
1332,5.328,-0.07544271214109666
1333,5.332,-0.14368643437653722
1334,5.336,-0.172840358315463
1335,5.34,-0.1439275318069189
1336,5.344,-0.11254103751948323
1337,5.348,-0.12891874766950395
1338,5.352,-0.18279920401155103
1339,5.356,-0.1871740269862661
1340,5.36,-0.21966902146186817
1341,5.364,-0.15721927651542617
1342,5.368,-0.20350310767700205
1343,5.372,-0.22916880610194765
1344,5.376,-0.2476981828415975
1345,5.38,-0.12438887809437921
1346,5.384,-0.018112679859057793
1347,5.388,0.07006009832011587
1348,5.392,0.1220073138982941
1349,5.396,0.3146282985033642
1350,5.4,0.5136608283467117
1351,5.404,0.6698770386081867
1352,5.408,0.8015480644638759
1353,5.412,0.8154946356275365
1354,5.416,0.7748351528208166
1355,5.42,0.6961621390854602
1356,5.424,0.5734474846725534
1357,5.428,0.3993141237800146
1358,5.432,0.17297079499062862
1359,5.436,-0.07360835151204673
1360,5.44,-0.12516000682248235
1361,5.444,-0.1889551270712941
1362,5.448,-0.3014650317642158
1363,5.452,-0.3550380342950495
1364,5.456,-0.3696986369416452
1365,5.46,-0.380749862301668
1366,5.464,-0.3069349906230589
1367,5.468,-0.3144332056611509
1368,5.472,-0.3158635501139396
1369,5.476,-0.2523399088365083
1370,5.48,-0.22009307741872045
1371,5.484,-0.1385569417587313
1372,5.488,-0.16950238338008924
1373,5.492,-0.1259049036765707
1374,5.496,-0.14895388496396858
1375,5.5,-0.12128834506183822
1376,5.504,-0.06835671709836041
1377,5.508,-0.11226365125402693
1378,5.512,-0.10291427431537067
1379,5.516,-0.13915405082925117
1380,5.52,-0.10008129995532397
1381,5.524,-0.06815765863133506
1382,5.528,-0.0783953313477928
1383,5.532,-0.09219759973106155
1384,5.536,-0.10809027416740567
1385,5.54,-0.0626102159279934
1386,5.544,-0.03578573019300084
1387,5.548,-0.033309954562381866
1388,5.552,-0.0850654294347912
1389,5.556,-0.04356510535530803
1390,5.56,-0.0717227995629596
1391,5.564,0.01976542476560215
1392,5.568,0.016618262704153244
1393,5.572,-0.05649778079432154
1394,5.576,-0.005424175488018969
1395,5.58,0.014288970968218087
1396,5.584,0.056059302106567045
1397,5.588,0.035548904533985085
1398,5.592,-0.0006050165947332192
1399,5.596,-0.00358540955065336
1400,5.6,0.05024020757639858
1401,5.604,0.11155965811051724
1402,5.608,0.08678010320984973
1403,5.612,0.0358579081097805
1404,5.616,0.06422630324268264
1405,5.62,0.10897906159106761
1406,5.624,0.1470224812888367
1407,5.628,0.1452647641418126
1408,5.632,0.0948535278575131
1409,5.636,0.078970659555711
1410,5.64,0.12161644679516218
1411,5.644,0.14888688699096989
1412,5.648,0.1771443663328105
1413,5.652,0.13692250018980903
1414,5.656,0.123853436840379
1415,5.66,0.1172506220359586
1416,5.664,0.1859675621729303
1417,5.668,0.21981547158739348
1418,5.672,0.14969471466371828
1419,5.676,0.15780220886039087
1420,5.68,0.1611248123338498
1421,5.684,0.24608195330366883
1422,5.688,0.20480087207911957
1423,5.692,0.17057920605140722
1424,5.696,0.19281847706095293
1425,5.7,0.20906783417383956
1426,5.704,0.20631736594283256
1427,5.708,0.1844981373064659
1428,5.712,0.1435426438702423
1429,5.716,0.14059673913130452
1430,5.72,0.15694898202453106
1431,5.724,0.17861140741907847
1432,5.728,0.1925294412207752
1433,5.732,0.11559862887571369
1434,5.736,0.13864111891191963
1435,5.74,0.12416705009917822
1436,5.744,0.17970474209207013
1437,5.748,0.13284504287013088
1438,5.752,0.09403013003660687
1439,5.756,0.0422953325634245
1440,5.76,0.06459669312123034
1441,5.764,0.11290109665082405
1442,5.768,0.10116674785944146
1443,5.772,0.03454553407634209
1444,5.776,-0.010280793764090749
1445,5.78,0.013657780569280086
1446,5.784,0.037969756682760536
1447,5.788,0.011632986476605857
1448,5.792,-0.0029142273906245064
1449,5.796,-0.00421412100679892
1450,5.8,0.0020570009351849263
1451,5.804,-0.011270660986539158
1452,5.808,0.0074640245823354295
1453,5.812,-0.038612726483623655
1454,5.816,-0.015732433358593284
1455,5.82,-0.051095115442133916
1456,5.824,-0.0029386798786898783
1457,5.828,0.01811737787026968
1458,5.832,-0.04924923460272647
1459,5.836,-0.06319915325954809
1460,5.84,-0.04093646150206995
1461,5.844,-0.00640530973160921
1462,5.848,-0.013393518105946158
1463,5.852,-0.0851521926221454
1464,5.856,-0.06926626942016653
1465,5.86,-0.07801828375035515
1466,5.864,-0.015385739747611548
1467,5.868,-0.03184594747603605
1468,5.872,-0.0881404123409685
1469,5.876,-0.09080720572517682
1470,5.88,-0.06876356857327634
1471,5.884,-0.04382467746806721
1472,5.888,-0.04370041648680854
1473,5.892,-0.09826649489946161
1474,5.896,-0.08504205433381247
1475,5.9,-0.07783731694427248
1476,5.904,-0.010425811906706226
1477,5.908,-0.056429134679486695
1478,5.912,-0.08550975029590463
1479,5.916,-0.09806997745880976
1480,5.92,-0.028252433865049224
1481,5.924,-0.01118503717761158
1482,5.928,-0.03169116031221099
1483,5.932,-0.0577800052256508
1484,5.936,-0.11480236856060103
1485,5.94,-0.041405627677204127
1486,5.944,0.031954388469321485
1487,5.948,-0.01058306774236768
1488,5.952,-0.04870919612415843
1489,5.956,-0.0481584923381191
1490,5.96,-0.0035463751535099175
1491,5.964,-0.016817633485827523
1492,5.968,-0.01790964263771129
1493,5.972,-0.01863047220032807
1494,5.976,-0.041273054150391425
1495,5.98,0.035537942849775885
1496,5.984,0.0468228668222463
1497,5.988,0.01241458436914978
1498,5.992,-0.009204508690299148
1499,5.996,-0.041090280377541075
1500,6.0,0.04483305848524342
1501,6.004,0.08603992880733917
1502,6.008,0.0757928703946015
1503,6.012,0.06792706425066343
1504,6.016,0.06297467770030804
1505,6.02,0.07651629327298821
1506,6.024,0.07853718060535642
1507,6.028,0.11857255429884603
1508,6.032,0.0785959885577585
1509,6.036,0.06277283631106198
1510,6.04,0.10850172036395477
1511,6.044,0.1025377911662555
1512,6.048,0.1454040403604877
1513,6.052,0.04841805049954041
1514,6.056,0.06325095680225182
1515,6.06,0.04876823649312396
1516,6.064,0.09117233250402254
1517,6.068,0.1175010261839268
1518,6.072,0.0390013207586285
1519,6.076,0.04048930714257784
1520,6.08,0.0571788426319349
1521,6.084,0.07854642760219378
1522,6.088,0.08658662821300618
1523,6.092,0.01112065249530008
1524,6.096,-0.03464893692426521
1525,6.1,0.011285874039960028
1526,6.104,0.06437017607302112
1527,6.108,0.04467171500787344
1528,6.112,-0.035557692368384894
1529,6.116,-0.03642773335641006
1530,6.12,-0.003464824452203503
1531,6.124,0.03124661642707467
1532,6.128,-0.0017184489178202304
1533,6.132,-0.031088445709613687
1534,6.136,-0.04693446826872424
1535,6.14,0.01234963005374798
1536,6.144,0.045593032291898004
1537,6.148,0.015207329846639538
1538,6.152,-0.03069341457399798
1539,6.156,-0.03415590408461068
1540,6.16,-0.018738035985586803
1541,6.164,0.006996258199883722
1542,6.168,-0.005585848093385144
1543,6.172,-0.04813049196485981
1544,6.176,-0.08175185010847744
1545,6.18,-0.04064761655519579
1546,6.184,-0.01596124395747233
1547,6.188,-0.08754161706418333
1548,6.192,-0.10867016243505594
1549,6.196,-0.11942911709677595
1550,6.2,-0.04777946839379732
1551,6.204,0.0345360235486823
1552,6.208,0.08260744480410641
1553,6.212,0.16561135961259785
1554,6.216,0.32989198781161977
1555,6.22,0.559693019427465
1556,6.224,0.7194900756739897
1557,6.228,0.9164302049467458
1558,6.232,1.0020046719597333
1559,6.236,1.000438512327372
1560,6.24,0.9966288951529869
1561,6.244,0.8823119223003699
1562,6.248,0.7043609329779457
1563,6.252,0.44027472300111214
1564,6.256,0.22550997178908364
1565,6.26,0.15355568288005803
1566,6.264,0.019966585441558528
1567,6.268,-0.08274467694798346
1568,6.272,-0.21032695658166703
1569,6.276,-0.26650126785296746
1570,6.28,-0.23007204585468916
1571,6.284,-0.20472330085359944
1572,6.288,-0.17792019396835593
1573,6.292,-0.18553102549868358
1574,6.296,-0.16153610036285557
1575,6.3,-0.08934593116426955
1576,6.304,0.0052678454650980575
1577,6.308,-0.02375581343179371
1578,6.312,-0.022262952513881235
1579,6.316,0.004318939985016132
1580,6.32,0.052623922967491285
1581,6.324,0.04640568254991047
1582,6.328,0.06007219576986
1583,6.332,0.054030207161013324
1584,6.336,0.030401481902492818
1585,6.34,0.06225098245168601
1586,6.344,0.09236605108496357
1587,6.348,0.08113206127161278
1588,6.352,0.05683815673031511
1589,6.356,0.03947214389477232
1590,6.36,0.08196272362760242
1591,6.364,0.12322178699074429
1592,6.368,0.10305265079610171
1593,6.372,0.0902388776433011
1594,6.376,0.12733680106116255
1595,6.38,0.08350419509002763
1596,6.384,0.16231806083210815
1597,6.388,0.1381775717573077
1598,6.392,0.129570173741672
1599,6.396,0.11611895783772938
1600,6.4,0.17143934912678194
1601,6.404,0.22164717248517912
1602,6.408,0.20100218660319094
1603,6.412,0.18679381375233373
1604,6.416,0.12175009403994258
1605,6.42,0.23628866085269176
1606,6.424,0.258260554826451
1607,6.428,0.2688446928199659
1608,6.432,0.19702302170395034
1609,6.436,0.20197203993218307
1610,6.44,0.26341756598829374
1611,6.444,0.3042054639813071
1612,6.448,0.3071208335896357
1613,6.452,0.2903589960215583
1614,6.456,0.23597080955867789
1615,6.46,0.3277821625455496
1616,6.464,0.3524480341223711
1617,6.468,0.34415050762139704
1618,6.472,0.28784451096090163
1619,6.476,0.31767749513344024
1620,6.48,0.30477856110851864
1621,6.484,0.3987774772464016
1622,6.488,0.352343940334547
1623,6.492,0.3430171648311932
1624,6.496,0.3303530373382582
1625,6.5,0.3891323774002691
1626,6.504,0.3995710592400048
1627,6.508,0.37811353213405463
1628,6.512,0.33999677848732396
1629,6.516,0.3580903784101841
1630,6.52,0.3760362016641638
1631,6.524,0.3898083077688123
1632,6.528,0.37605057218799215
1633,6.532,0.3064511857633939
1634,6.536,0.32370598996934025
1635,6.54,0.31240708631481867
1636,6.544,0.3843538233551025
1637,6.548,0.3532960015638496
1638,6.552,0.3451568635675716
1639,6.556,0.26157428866846955
1640,6.56,0.3043222138765465
1641,6.564,0.3630039934673533
1642,6.568,0.3302789325500114
1643,6.572,0.24587077422251769
1644,6.576,0.24029618175847758
1645,6.58,0.2600886210668396
1646,6.584,0.2888987035068049
1647,6.588,0.2490554992593249
1648,6.592,0.20949307496974195
1649,6.596,0.16037546664470184
1650,6.6,0.2157982486234604
1651,6.604,0.2459168305662586
1652,6.608,0.2124324126543165
1653,6.612,0.1380257477310774
1654,6.616,0.16420958593773005
1655,6.62,0.17863837612828629
1656,6.624,0.1850270961171333
1657,6.628,0.17343217242886583
1658,6.632,0.10380770713926517
1659,6.636,0.09351438290766707
1660,6.64,0.12983093535935125
1661,6.644,0.18954743805348015
1662,6.648,0.13822751605201164
1663,6.652,0.11550724557122082
1664,6.656,0.07733207742608536
1665,6.66,0.1208763727534519
1666,6.664,0.14359860046399076
1667,6.668,0.14591256720812035
1668,6.672,0.07650451186692489
1669,6.676,0.04248482048169748
1670,6.68,0.07685608416811668
1671,6.684,0.12336373497093617
1672,6.688,0.0959110024383604
1673,6.692,0.08304290458018201
1674,6.696,0.05319843007620722
1675,6.7,0.1364681182721541
1676,6.704,0.0948003953045824
1677,6.708,0.11630369442656956
1678,6.712,0.05066833085611949
1679,6.716,0.049059803594445464
1680,6.72,0.09366802810945801
1681,6.724,0.0826656577210832
1682,6.728,0.11641345924329034
1683,6.732,0.1058453622841713
1684,6.736,0.05156666903570416
1685,6.74,0.09882541593138872
1686,6.744,0.14732394608347818
1687,6.748,0.11497958663597176
1688,6.752,0.0684533645908928
1689,6.756,0.027736506047810368
1690,6.76,0.1164284676662817
1691,6.764,0.1394625471456584
1692,6.768,0.11430917378079468
1693,6.772,0.09785932612735779
1694,6.776,0.07698002224850843
1695,6.78,0.11629993661995547
1696,6.784,0.1754427347911822
1697,6.788,0.13350919578734874
1698,6.792,0.14139428725427963
1699,6.796,0.09099443506132808
1700,6.8,0.14399464642713491
1701,6.804,0.2303752632876117
1702,6.808,0.20985983583987952
1703,6.812,0.15655793737176332
1704,6.816,0.13128031266186438
1705,6.82,0.17772170764154474
1706,6.824,0.22712014189116897
1707,6.828,0.21843218632681854
1708,6.832,0.17895042055347338
1709,6.836,0.1705075639579303
1710,6.84,0.20282671925306106
1711,6.844,0.21544474815905684
1712,6.848,0.21987620033179545
1713,6.852,0.20402833358756195
1714,6.856,0.14881827299992634
1715,6.86,0.20101565859227527
1716,6.864,0.21980037370422337
1717,6.868,0.21990862017607699
1718,6.872,0.16513665832974908
1719,6.876,0.18079388389215204
1720,6.88,0.1909094688234966
1721,6.884,0.18540304637414376
1722,6.888,0.20207060842802355
1723,6.892,0.12845042161085302
1724,6.896,0.11281499398956757
1725,6.9,0.15572764545311196
1726,6.904,0.16826354272113847
1727,6.908,0.17445520340140705
1728,6.912,0.09757784419663405
1729,6.916,0.08228953738919062
1730,6.92,0.1099100993895831
1731,6.924,0.14024098369108912
1732,6.928,0.15331801932589134
1733,6.932,0.0999440788221919
1734,6.936,0.10333252071985208
1735,6.94,0.14368760747983772
1736,6.944,0.11499804356287877
1737,6.948,0.11983525211805288
1738,6.952,0.05428901031977576
1739,6.956,0.04705863306905675
1740,6.96,0.08153638417982026
1741,6.964,0.10582207691815615
1742,6.968,0.09188830201070619
1743,6.972,0.06545256838918846
1744,6.976,0.030893995449655376
1745,6.98,0.09680607715001936
1746,6.984,0.09080108321876984
1747,6.988,0.13322634037297118
1748,6.992,0.016906819523802206
1749,6.996,-0.005628056419512395
1750,7.0,-0.014724745121590114
1751,7.004,0.06255250461833595
1752,7.008,0.04396445541479596
1753,7.012,0.013758771024694142
1754,7.016,0.023387929505146534
1755,7.02,0.166875362682877
1756,7.024,0.2912313346586025
1757,7.028,0.4721493433976751
1758,7.032,0.5906642301713442
1759,7.036,0.7432071127432135
1760,7.04,0.8890824475417812
1761,7.044,1.0569383874690488
1762,7.048,1.1093113667584527
1763,7.052,1.030225586033891
1764,7.056,0.8949166954999975
1765,7.06,0.7090876079814858
1766,7.064,0.5857388553513612
1767,7.068,0.40129556384636933
1768,7.072,0.1509956430930286
1769,7.076,0.038098491283433226
1770,7.08,-0.021776504958389
1771,7.084,-0.06808846176577366
1772,7.088,-0.15211533148080064
1773,7.092,-0.18594165609134825
1774,7.096,-0.19827016410210033
1775,7.1,-0.14428335046255059
1776,7.104,-0.08866651649712093
1777,7.108,-0.06260508431899464
1778,7.112,-0.05850505269494462
1779,7.116,-0.027536210699151596
1780,7.12,0.021622994075977342
